;NUM_ART;variable;value;QTE_VTE;Standard_CPQ;score;score_cum;flag_alerte;flag_inv;flag_stk;score_cum_before;flag_inv_before;flag_inv_period
228;797755;2020-02-16;0.04561833333333334;0.0;5.0;0.009123666666666667;0.009123666666666667;1;;;0;;
229;797783;2020-02-16;0.075055;0.0;2.0;0.0375275;0.0375275;1;;;0;;
230;797860;2020-02-16;0.07541333333333333;0.0;2.0;0.037706666666666666;0.037706666666666666;1;;;0;;
231;799043;2020-02-16;0.07903666666666666;0.0;3.0;0.026345555555555553;0.026345555555555553;1;;;0;;
232;803684;2020-02-16;0.11821833333333333;0.0;2.0;0.059109166666666664;0.059109166666666664;1;;;0;;
233;803761;2020-02-16;0.06215333333333333;0.0;2.0;0.031076666666666666;0.031076666666666666;1;;;0;;
234;804741;2020-02-16;0.197655;3.0;2.0;-2.96328437475625;0.0;0;;;0;;
235;804804;2020-02-16;0.009208333333333334;0.0;1.0;0.009208333333333334;0.009208333333333334;1;;;0;;
236;805056;2020-02-16;0.07170166666666668;0.0;1.0;0.07170166666666668;0.07170166666666668;1;;;0;;
237;805476;2020-02-16;0.123645;1.0;1.0;-1.767998086025;0.0;0;;;0;;
238;811510;2020-02-16;0.07198;0.0;6.0;0.011996666666666668;0.011996666666666668;1;;;0;;
239;811720;2020-02-16;0.0;0.0;4.0;0.0;0.0;0;;;0;;
240;811762;2020-02-16;0.07824333333333335;0.0;3.0;0.026081111111111114;0.026081111111111114;1;;;0;;
241;811783;2020-02-16;0.018256666666666668;0.0;3.0;0.006085555555555556;0.006085555555555556;1;;;0;;
242;830844;2020-02-16;0.07398500000000001;0.0;8.0;0.009248125000000001;0.009248125000000001;1;;;0;;
243;841064;2020-02-16;0.44187333333333334;0.0;10.0;0.044187333333333335;0.044187333333333335;1;;;0;;
244;841071;2020-02-16;0.16614500000000001;0.0;4.0;0.041536250000000004;0.041536250000000004;1;;;0;;
245;841624;2020-02-16;0.069505;0.0;4.0;0.01737625;0.01737625;0;;0.0;0;;
246;841645;2020-02-16;0.09330500000000001;0.0;5.0;0.018661000000000004;0.018661000000000004;1;;;0;;
247;841652;2020-02-16;0.044395;1.0;5.0;-1.036527236641;0.0;0;;;0;;
248;841673;2020-02-16;0.11981333333333333;0.0;10.0;0.011981333333333333;0.011981333333333333;1;;;0;;
249;841715;2020-02-16;0.1895766666666667;0.0;3.0;0.06319222222222223;0.06319222222222223;1;;;0;;
250;841736;2020-02-16;0.28996833333333333;0.0;3.0;0.09665611111111111;0.09665611111111111;1;;;0;;
251;841750;2020-02-16;0.13813;0.0;4.0;0.0345325;0.0345325;1;;;0;;
252;841764;2020-02-16;0.17203833333333332;0.0;4.0;0.04300958333333333;0.04300958333333333;1;;;0;;
253;841771;2020-02-16;0.05138;0.0;4.0;0.012845;0.012845;1;;;0;;
254;841792;2020-02-16;0.05744;0.0;4.0;0.01436;0.01436;1;;;0;;
255;841862;2020-02-16;0.14573833333333333;1.0;3.0;-1.0810847772373458;0.0;0;;;0;;
256;841883;2020-02-16;0.09006499999999999;0.0;3.0;0.030021666666666665;0.030021666666666665;1;;;0;;
257;841904;2020-02-16;0.2349766666666667;0.0;3.0;0.07832555555555556;0.07832555555555556;1;;;0;;
258;843381;2020-02-16;0.02160166666666667;0.0;3.0;0.007200555555555556;0.007200555555555556;1;;;0;;
259;857472;2020-02-16;0.003028;0.0;2.0;0.001514;0.001514;1;;;0;;
260;880096;2020-02-16;0.019751666666666664;0.0;2.0;0.009875833333333332;0.009875833333333332;1;;;0;;
261;885836;2020-02-16;0.0;0.0;8.0;0.0;0.0;0;;;0;;
262;907011;2020-02-16;0.0;0.0;3.0;0.0;0.0;0;;;0;;
263;924182;2020-02-16;0.0;0.0;1.0;0.0;0.0;0;;;0;;
